Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description,actor_country_of_citizenship,actor_occupation
Nathalie Baye,12,F,1948-07-06,,/m/0d9mt_,14,Q106573,French actress,France,"['actor', 'voice actor', 'stage actor', 'film actor', 'dancer']"
Ninetto Davoli,12,M,1948-10-11,,/m/02pkvd3,14,Q372481,Italian actor,Italy,"['actor', 'film actor', 'comedian']"
Renato Salvatori,11,M,1933-03-20,,/m/0bq4zr,14,Q697888,Italian actor (1933-1988),Italy,"['actor', 'screenwriter', 'film actor']"
Lambert Wilson,11,M,1958-08-03,,/m/053qgk,14,Q115735,French actor,France,"['singer', 'film actor', 'film director', 'television actor', 'actor', 'manager', 'theatrical director']"
Marisa Merlini,11,F,1923-08-06,,/m/04gq20z,14,Q459396,Italian actress,Italy,"['actor', 'stage actor', 'film actor']"
Yves Montand,11,M,1921-10-13,,/m/0j976,14,Q106057,French-Italian actor and singer,France,"['film actor', 'actor', 'chansonnier', 'singer', 'hairdresser', 'dancer']"
Simone Signoret,10,F,1921-03-25,/m/041rx,/m/0gsj2,14,Q106126,French actress (1921-1985),France,"['film actor', 'writer', 'tutor', 'stage actor', 'actor']"
Julien Bertheau,10,M,1910-06-19,,/m/0j_tx0,14,Q1122249,French actor,France,"['stage actor', 'film actor', 'television actor']"
Michèle Morgan,10,F,1920-02-29,,/m/056906,14,Q234897,French actress,France,"['film actor', 'actor']"
André Dussollier,10,M,1946-02-17,,/m/0fykjb,14,Q518457,French actor,France,"['audiobook narrator', 'stage actor', 'film actor', 'television actor']"
Jean Rochefort,10,M,1930-04-29,,/m/04z2qx,14,Q106555,French actor,France,"['film director', 'audiobook narrator', 'consultant', 'stage actor', 'film actor', 'actor', 'television actor']"
Michel Bouquet,10,M,1925-11-06,,/m/0j_psr,14,Q981315,French actor,France,"['actor', 'pedagogue', 'film actor']"
Milena Vukotic,10,F,1938-04-23,,/m/0kst4t,14,Q437502,Italian actress,Italy,"['actor', 'film actor']"
Jean-Pierre Marielle,9,M,1932-04-12,,/m/09g1zb,14,Q739521,French actor (1932-2019),France,"['film actor', 'stage actor', 'television actor']"
Paolo Stoppa,9,M,1906-06-06,,/m/02qqhk5,14,Q1056349,Italian actor (1906–1988),Italy,"['actor', 'stage actor', 'film actor', 'voice actor']"
Tina Pica,9,F,1884-03-31,,/m/03h55_p,14,Q696857,Italian actress (1884-1968),Italy,"['actor', 'stage actor', 'film actor']"
Claudio Gora,9,M,1913-07-27,,/m/02x4nkz,14,Q433903,Italian film actor and director (1913-1998),Italy,"['film director', 'screenwriter', 'film actor']"
Riccardo Garrone,9,M,1926-01-01,,/m/05q9cbr,14,Q973621,Italian actor (1926-2016),Italy,"['dub actor', 'film director', 'stage actor', 'film actor', 'television actor', 'screenwriter']"
Romolo Valli,9,M,1925-02-07,,/m/0ctwtk,14,Q1849086,Italian actor (1925-1980),Italy,"['actor', 'voice actor', 'stage actor']"
José Pinto,9,M,1929,,/m/0bggsp9,14,Q18276350,Portuguese actor,Portugal,['actor']
Leopoldo Trieste,9,M,1917-05-03,,/m/02qjw8j,14,Q472419,Italian actor,Italy,"['film director', 'actor', 'screenwriter', 'writer', 'stage actor', 'film actor']"
Franco Citti,8,M,1938-04-23,,/m/0fnt89,14,Q554430,Italian actor (1935-2016),Italy,"['actor', 'film actor', 'film director']"
John Malkovich,8,M,1953-12-09,/m/0ffjqy,/m/017r13,14,Q172261,American actor,United States of America,"['actor', 'film producer', 'television actor', 'film actor', 'film director', 'screenwriter', 'stage actor', 'voice actor', 'theatrical director', 'fashion designer']"
Ruy de Carvalho,8,M,1927-03-01,,/m/0bntk18,14,Q10365463,Portuguese actor,Portugal,"['stage actor', 'film actor', 'television actor']"
Ricardo Trêpa,8,M,1972-10-28,,/m/07m27fk,14,Q550916,actor,Portugal,['film actor']
Serge Reggiani,7,M,1922-05-02,,/m/03h623,14,Q461111,French singer and actor (1922-2004),France,"['singer', 'painter', 'stage actor', 'film actor']"
Anne Consigny,7,F,1963-05-25,/m/03ts0c,/m/05fbd9p,14,Q437415,French actress,France,"['actor', 'stage actor', 'film actor']"
Bulle Ogier,7,F,1939-08-09,,/m/063k6z,14,Q204336,French actress,France,"['actor', 'screenwriter', 'stage actor', 'film actor', 'performing artist']"
Henri Attal,7,,,,/m/0bvb0kv,14,,,,
Giovanna Ralli,7,F,1935-01-02,,/m/02qh9tw,14,Q106957,Italian actress,Italy,"['actor', 'film actor']"
Fanny Ardant,7,F,1949-03-22,,/m/014jxq,14,Q106349,French actress,France,"['actor', 'film director', 'audiobook narrator', 'screenwriter', 'stage actor', 'film actor']"
Miguel Guilherme,7,M,1958-11-15,,/m/03c9_gs,14,Q10329785,Portuguese actor,Portugal,['actor']
Benoît Poelvoorde,7,M,1964-09-22,,/m/037b56,14,Q714765,Belgian actor,Belgium,"['actor', 'film director', 'screenwriter', 'film actor']"
Gaston Modot,6,M,1887-12-31,,/m/04jmb7q,14,Q323377,French actor (1887-1970),France,"['actor', 'film actor']"
Paul Frankeur,6,M,1905-06-29,,/m/02802dx,14,Q277980,French actor (1905-1974),France,"['actor', 'film actor']"
Pier Paolo Pasolini,6,M,1922-03-05,/m/0222qb,/m/016hvl,14,Q25120,"Italian film director, poet, writer and intellectual (1922-1975)",Kingdom of Italy,"['film director', 'translator', 'actor', 'poet', 'screenwriter', 'journalist', 'novelist', 'playwright', 'film actor', 'film critic', 'writer']"
Samir Guesmi,6,M,1967-10-07,,/m/0bgk78g,14,Q3470839,French actor,France,"['actor', 'film director', 'screenwriter', 'television actor']"
Jean-Claude Brialy,6,M,1933-03-30,,/m/0dfl_1,14,Q106326,French actor and director,France,"['film director', 'screenwriter', 'writer', 'television director', 'singer', 'stage actor', 'film actor', 'actor', 'director']"
Virna Lisi,6,F,1936-11-08,,/m/09g_k5,14,Q106627,Italian actress (1936-2014),Italy,"['stage actor', 'film actor']"
Sophie Marceau,6,F,1966-11-17,/m/03ts0c,/m/0brhd,14,Q162753,French actress,France,"['film director', 'singer', 'screenwriter', 'writer', 'stage actor', 'film actor', 'actor']"
Jean-Louis Trintignant,6,M,1930-12-11,/m/03ts0c,/m/014dy_,14,Q106204,French actor,France,"['film director', 'screenwriter', 'audiobook narrator', 'character actor', 'racing automobile driver', 'stage actor', 'film actor', 'actor']"
Jean Carmet,6,M,1920-04-25,,/m/02fr73,14,Q639888,French actor (1920-1994),France,"['actor', 'screenwriter', 'stage actor', 'film actor', 'television actor']"
Jeremy Irons,6,M,1948-09-19,/m/02w7gg,/m/016ywr,14,Q171745,British actor,United Kingdom,"['film actor', 'voice actor', 'stage actor', 'television actor', 'actor']"
René Génin,6,M,1890-01-25,,/m/05b_5n4,14,Q3426329,actor (1890-1967),France,['actor']
Jacques Perrin,6,M,1941-07-13,/m/03ts0c,/m/0794vn,14,Q561124,French actor and film producer,France,"['film actor', 'film producer', 'film director', 'screenwriter', 'audiobook narrator', 'stage actor']"
Lando Buzzanca,6,M,1935-09-25,,/m/0bk6hs,14,Q1041527,Italian actor (born 1935),Italy,"['stage actor', 'film actor', 'television actor']"
Paul Crauchet,4,M,1920-07-14,,/m/09v2h98,14,Q556278,French actor (1920-2012),France,"['actor', 'film director', 'educator']"
Raf Vallone,4,M,1916-02-17,,/m/027kz70,14,Q727786,Italian actor (1916-2002),Italy,"['association football player', 'journalist', 'stage actor', 'film actor', 'partisan']"
Delphine Seyrig,4,F,1932-04-10,,/m/02s9wl,14,Q261456,French actress and film director,France,"['actor', 'film director', 'stage actor', 'film actor']"
Isabelle Adjani,4,F,1955-06-27,/m/013xrm,/m/01q8fxx,14,Q106383,French actress,France,"['film actor', 'stage actor', 'singer']"
Sami Frey,4,M,1937-10-13,,/m/02rjmx3,14,Q1324016,French actor,France,"['stage actor', 'film actor', 'television actor', 'film director']"
Anouk Aimée,4,F,1932-04-27,/m/03ts0c,/m/0148x0,14,Q228607,French actress,France,"['actor', 'film actor']"
Juliet Berto,4,F,1947-01-16,,/m/026yhzm,14,Q440036,"actress, film director",France,"['actor', 'film director', 'screenwriter', 'film actor']"
Ivan Desny,4,M,1922-12-28,,/m/043l4wc,14,Q66380,Swiss actor (1922-2002),Switzerland,['film actor']
Miou-Miou,4,F,1950-02-22,,/m/03d22m,14,Q234297,French actress,France,"['stage actor', 'film actor', 'actor']"
Giacomo Rondinella,3,M,1923-08-30,,/m/01w8_rc,14,Q3762252,Italian singer and actor (1923-2015),Italy,"['singer', 'actor', 'stage actor']"
Jean-Paul Roussillon,3,M,1931-03-05,/m/03ts0c,/m/09gcv3s,14,Q444570,actor (1931-2009),France,"['stage actor', 'film actor', 'television actor']"
Enzo Garinei,3,M,1926-05-04,,/m/04gpr1r,14,Q3726538,Italian film actor,Italy,"['actor', 'voice actor']"
Vernon Dobtcheff,3,M,1934-08-14,,/m/09dkrz,14,Q205868,British actor,France,"['screenwriter', 'stage actor', 'film actor', 'television actor']"
Charles Denner,3,M,1926-05-29,,/m/02721k6,14,Q1064099,actor (1926-1995),France,"['stage actor', 'film actor', 'French Resistance fighter']"
Paolo Panelli,3,M,1925-07-15,,/m/05p8t52,14,Q1053918,Italian actor (1925-1997),Italy,"['stage actor', 'actor']"
Noémie Lvovsky,3,F,1964-12-14,/m/03ts0c,/m/07kjp0t,14,Q440609,"French actress, film director and screenwriter",France,"['actor', 'film director', 'screenwriter', 'film actor']"
Pierre Mingand,3,M,1900-06-02,,/m/0gc3yqm,14,Q3386293,French actor and pianist (1900-1982),France,"['actor', 'pianist']"
Pierre Renoir,3,M,1885-03-21,,/m/04cr1x,14,Q518966,French actor (1885–1952),France,"['stage actor', 'film actor', 'audio engineer']"
Claude Rich,3,M,1929-02-08,,/m/04n45zd,14,Q1097113,French actor (1929-2017),France,"['actor', 'screenwriter', 'stage actor', 'film actor', 'television actor']"
Gino Cervi,3,M,1901-05-03,,/m/078gjr,14,Q554301,Italian actor (1901-1974),Italy,"['stage actor', 'film actor', 'television actor']"
Saro Urzì,3,M,1913-02-24,,/m/02rk6cg,14,Q752652,Italian film director and actor (1913–1979),Italy,"['film director', 'actor']"
Clara Colosimo,3,F,1922-05-23,,/m/0641wm9,14,Q512205,Italian actress,Italy,"['actor', 'film actor']"
Tamara Lees,3,F,1924-12-14,,/m/05p66l0,14,Q509601,British actress,United Kingdom,['film actor']
Caterina Boratto,3,F,1915-03-15,,/m/04lgxzh,14,Q443254,Italian actress (1915-2010),Italy,['film actor']
Fabrice Luchini,3,M,1951-11-01,,/m/09kqsj,14,Q620118,French actor,France,"['film actor', 'television actor', 'hairdresser', 'courier', 'stage actor']"
Malik Zidi,3,M,1975-02-14,,/m/0536dfr,14,Q2185587,French actor,France,"['actor', 'television actor']"
Gérard Philipe,3,M,1922-12-04,,/m/02nxzk,14,Q150662,French actor (1922-1959),France,"['actor', 'stage actor', 'film actor', 'film director']"
Tchéky Karyo,3,M,1953-10-04,/m/03ts0c,/m/04v_8d,14,Q317704,French actor,France,"['actor', 'film actor']"
Giulietta Masina,3,F,1921-02-22,,/m/05r24b,14,Q106907,Italian actress,Kingdom of Italy,"['stage actor', 'film actor', 'actor', 'screenwriter']"
Sinéad Cusack,3,F,1948-02-18,/m/03bkbh,/m/04wycw,14,Q224782,"Irish stage, television and film actress",Republic of Ireland,"['film actor', 'stage actor', 'actor']"
Guglielmo Barnabò,3,M,1888-05-11,,/m/04gk6hm,14,Q1553389,actor,Italy,['stage actor']
Helmut Berger,3,M,1944-05-29,,/m/07pnlb,14,Q78561,Austrian film and television actor,Austria,"['actor', 'film actor', 'stage actor', 'television actor']"
Salvo Randone,3,M,1906-09-25,,/m/05p11z3,14,Q697274,Italian actor,Kingdom of Italy,"['film actor', 'stage actor', 'radio actor']"
Adolfo Celi,3,M,1922-07-27,,/m/07qbkb,14,Q365044,Italian actor (1922-1986),Italy,"['film director', 'actor', 'film producer', 'stage actor', 'film actor', 'television actor']"
Raymond Pellegrin,3,M,1925-01-01,,/m/0dkcx2,14,Q1384327,actor,France,"['television actor', 'film actor']"
Mario David,3,M,1927-08-09,,/m/0ck4_rb,14,,,,
Andrea Checchi,3,M,1916-10-21,,/m/03ccqcb,14,Q493631,Italian actor (1916-1974),Italy,['actor']
Miranda Campa,3,F,1914-01-31,,/m/0gc2n5d,14,Q3858780,actress (1914-1984),Italy,"['stage actor', 'voice actor']"
Louis Jouvet,3,M,1887-12-24,,/m/039nm5,14,Q60801,French actor (1887-1951),France,"['actor', 'theatrical director', 'teacher', 'theatre manager']"
Viviane Romance,3,F,1912-07-04,,/m/04tbk0,14,Q450179,actress (1912-1991),France,"['actor', 'film actor']"
Claude Jade,3,F,1948-10-08,,/m/01s9f4,14,Q183471,French actress (1948-2006),France,"['film actor', 'autobiographer', 'stage actor']"
Christine Pascal,3,F,1953-11-29,,/m/02qkkyy,14,Q451637,"French actress, screenwriter, director",France,"['actor', 'film director', 'screenwriter', 'film actor']"
Dominique Zardi,3,,,,/m/0j_pt8,14,,,,
Enrico Viarisio,3,M,1897-12-03,,/m/096qhw,14,Q3726099,Italian actor (1897-1967),Italy,['actor']
Nathalie Richard,3,F,1963-01-06,/m/03ts0c,/m/0fd_xs,14,Q3336667,French actress,France,"['stage actor', 'film actor']"
Jean-Paul Belmondo,3,M,1933-04-09,,/m/0cbkw,14,Q106255,French actor,France,"['film producer', 'film actor', 'stunt performer', 'stage actor', 'actor']"
Silvio Bagolini,3,M,1914-08-04,,/m/05p27c2,14,Q1294547,actor,Italy,"['film actor', 'stage actor']"
Monique Chaumette,3,F,1927-04-04,,/m/0bwb7yq,14,Q274043,French actress,France,"['film actor', 'actor']"
Daniel Auteuil,3,M,1950-01-24,,/m/01vwr9,14,Q106303,French actor and director,France,"['film director', 'theatrical director', 'stage actor', 'film actor', 'television actor']"
Suzanne Flon,3,F,1918-01-28,,/m/03qfg6n,14,Q453822,French film actress (1918-2005),France,"['stage actor', 'film actor']"
René Bergeron,3,M,1890-10-07,,/m/0bpjjqj,14,Q3425827,French actor,France,['actor']
Dora Doll,3,F,1922-05-19,,/m/0b9qh7,14,Q542048,French actress,France,"['stage actor', 'film actor']"
Cosetta Greco,3,F,1930-10-08,,/m/05pbxmf,14,Q3695084,Italian actress (1930-2002),Italy,['actor']
Albert Préjean,3,M,1894-10-27,,/m/09g8bny,14,Q1431969,French actor,France,"['actor', 'film actor']"
Robert Le Vigan,3,,,,/m/0bpjjwf,14,Q466317,French actor (1900-1972),France,"['actor', 'stage actor', 'film actor']"
Tecla Scarano,3,F,1894-08-20,,/m/04jm_wd,14,Q3982413,Italian actress,Italy,"['actor', 'stage actor']"
Alain Cuny,3,M,1908-07-12,,/m/02q2y2l,14,Q334506,French actor (1908-1994),France,"['film actor', 'screenwriter', 'film director']"
Pierre Clémenti,3,M,1942-09-28,,/m/0f6n2q,14,Q956193,French actor (1942-1999),France,"['actor', 'film director', 'screenwriter', 'cinematographer', 'film producer', 'film editor', 'film score composer', 'stage actor', 'film actor', 'television actor']"
Michel Robin,3,M,1930-10-13,,/m/05zynl0,14,Q3310736,French actor,France,"['film actor', 'stage actor']"
Dominique Sanda,3,F,1951-03-11,,/m/0994nv,14,Q179152,French actress,France,"['actor', 'model', 'film actor']"
Checco Durante,3,M,1893-11-19,,/m/04jbvyg,14,Q3666973,Italian actor (1893-1976),Italy,"['poet', 'actor', 'stage actor']"
Franco Fabrizi,3,M,1926-02-15,,/m/02qln90,14,Q555117,Italian actor (1916-1995),Italy,"['actor', 'stage actor', 'film actor']"
Louis Garrel,3,M,1983-06-14,,/m/05y4f_,14,Q382393,French actor and director,France,"['actor', 'cinematographer', 'screenwriter', 'film director', 'stage actor', 'film actor', 'television actor']"
Sandra Milo,3,F,1935-03-11,,/m/0cjjsx,14,Q291915,Italian actress,Italy,"['television presenter', 'stage actor', 'film actor']"
Ave Ninchi,3,F,1915-12-14,,/m/0bygf_,14,Q696347,Italian actress (1915-1997),Italy,"['actor', 'stage actor']"
Bouli Lanners,3,M,1965-05-20,,/m/0282b9n,14,Q895091,Belgian actor,Belgium,"['actor', 'film director', 'screenwriter', 'film actor']"
Roland Blanche,3,M,1943-12-31,,/m/0bhgq4x,14,Q3439965,French actor,France,"['actor', 'television actor']"
Oliver Hardy,396,M,1892-01-18,/m/07bch9,/m/0lh0c,15,Q72911,American comic actor famous as one half of Laurel and Hardy (1892-1957),United States of America,"['actor', 'comedian', 'film actor', 'stunt performer', 'screenwriter', 'film director']"
Stan Laurel,356,M,1890-06-16,,/m/03mv0b,15,Q72869,English actor (1890–1965),United Kingdom,"['stage actor', 'screenwriter', 'comedian', 'film actor', 'stunt performer', 'film director', 'film producer', 'actor', 'director']"
Allen Hoskins,258,M,1920-08-09,/m/0x67,/m/04bxrg,15,Q925886,actor (1920-1980),United States of America,"['actor', 'film actor']"
Huntz Hall,237,M,1920-08-15,,/m/027_zc,15,Q3143375,actor,United States of America,"['stage actor', 'film actor']"
Leo Gorcey,226,M,1917-06-03,,/m/0671gz,15,Q2560665,American actor (1917-1969),United States of America,"['actor', 'film actor']"
Jackie Condon,209,M,1918-03-25,,/m/04jzg4,15,Q1856064,film actor (1918-1977),United States of America,"['actor', 'film actor']"
Ernie Morrison,207,M,1912-12-20,/m/0x67,/m/04jzj8,15,Q475405,American actor,United States of America,"['television actor', 'film actor', 'stage actor']"
Joe Cobb,178,M,1916-11-07,,/m/04jzgw,15,Q968403,American actor,United States of America,"['actor', 'film actor']"
Mary Kornman,167,F,1915-12-27,,/m/04jz9t,15,Q2059559,American film actress (1915-1973),United States of America,"['actor', 'film actor']"
Mickey Daniels,167,M,1914-10-11,,/m/04jzkr,15,Q1973922,film actor (1914-1970),United States of America,"['film actor', 'stage actor', 'actor']"
Jack Davis,151,,,,/m/03jx0f,15,,,,
William Gillespie,143,M,1894-01-24,,/m/03d371d,15,Q8009885,Scottish actor in Hollywood films (1894-1938),United States of America,"['actor', 'film actor']"
Charlie Hall,135,M,1899-08-19,,/m/065vf7,15,Q636496,actor,United Kingdom,"['comedian', 'screenwriter', 'film actor', 'film director']"
Charles Stevenson,131,M,1887-10-13,,/m/03cty3s,15,Q5082672,American film actor of the silent era (1887-1943),United States of America,['film actor']
Gabriel Dell,130,M,1919-10-08,,/m/08fmd5,15,Q5515595,American actor (1919-1988),United States of America,"['actor', 'stage actor', 'television actor']"
David Gorcey,125,M,1921-02-06,,/m/0260wtf,15,Q5234247,American actor (1921-1984),United States of America,"['actor', 'film actor']"
Bobby Jordan,116,M,1923-04-01,,/m/01szb2,15,Q4935226,American actor (1923-1965),United States of America,"['actor', 'film actor']"
Sam Lufkin,104,M,1891-05-08,,/m/02qt07_,15,Q1773099,actor (1891-1952),United States of America,['actor']
William Benedict,100,M,1917-04-16,,/m/05q53cl,15,Q8005380,American actor (1917-1999),United States of America,['actor']
Harold Lloyd,94,M,1893-04-20,,/m/0177s6,15,Q104340,American actor and comedian (1893–1971),United States of America,"['film actor', 'actor', 'film director', 'film producer', 'screenwriter', 'photographer', 'stunt performer', 'comedian', 'executive producer', 'writer', 'painter']"
Andy Samuel,87,M,1909-04-10,,/m/04ky88,15,Q4761275,film actor (1909-1992),United States of America,"['actor', 'film actor']"
Sammy Brooks,76,M,1891-07-10,,/m/02z8hjp,15,Q3946526,actor (1891-1951),United States of America,['actor']
Snub Pollard,71,M,1889-11-09,,/m/07849h,15,Q474943,Australian actor (1889-1962),Australia,"['actor', 'film actor']"
Bebe Daniels,71,F,1901-01-14,,/m/01zfs_,15,Q255577,American entertainer (1901-1971),United States of America,"['actor', 'film producer', 'screenwriter', 'stage actor', 'television actor', 'film actor', 'singer', 'television producer']"
Wallace Howe,71,M,1876-03-04,,/m/04gmg5q,15,Q15452909,American actor (1878–1957),United States of America,['actor']
Noah Young,69,M,1887-02-02,,/m/0d_fys,15,Q3342510,American actor (1887-1958),United States of America,['actor']
Richard Daniels,67,M,1864-01-23,,/m/043nc6j,15,Q7325090,American actor (1864-1939),United States of America,"['actor', 'film actor']"
Jackie Cooper,64,M,1922-09-15,,/m/012c6x,15,Q372073,"American actor, director (1922-2011)",United States of America,"['actor', 'film director', 'television actor', 'film actor', 'director', 'film producer', 'television producer']"
Bobby Hutchins,57,M,1925-03-29,,/m/04k4jh,15,Q888568,film actor (1925-1945),United States of America,['actor']
Marie Mosquini,55,F,1899-12-03,,/m/02zbl_g,15,Q1752895,American film actress,United States of America,['film actor']
Dorothy Coburn,55,F,1904-06-08,,/m/0ks87r,15,Q439985,American actress,United States of America,['film actor']
Mary Ann Jackson,54,F,1923-01-14,,/m/04k4kn,15,Q2436903,film actress (1923-2003),United States of America,"['actor', 'film actor']"
Dorothea Wolbert,53,F,1874-04-12,,/m/02z468q,15,Q5298262,American actress (1874 – 1958),United States of America,"['actor', 'film actor']"
